DATAH,SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
DATAU,secs,nsecs,index,diag,,date,time,ppm,ppm,ppb,kPa,°C,kPa,°C,,µsecs,°C,counts,°C,V,CHK
DATA,1775751876,795294046,5517,0,,4/9/2026,11:24:36,16672.926,434.17874,2101.6418,39.3417,55.0003,27.8949,40.256,0.00285615,11.3833,54.5005,-709.25,0.50783,14.4212,91
DATA,1775751877,794945001,5521,0,,4/9/2026,11:24:37,16855.297,433.65063,2100.6428,39.3422,55.0003,27.887,40.256,0.00286518,11.3827,54.5009,-205.75,0.50783,14.4208,29
DATA,1775751878,794945001,5525,0,,4/9/2026,11:24:38,16692.898,432.22092,2098.4185,39.3409,55.0003,27.8866,40.256,0.00286185,11.3826,54.5013,-16.5,0.50783,14.4223,251
DATA,1775751879,794945001,5529,0,,4/9/2026,11:24:39,16419.43,434.9726,2096.6917,39.343,55.0003,27.8878,40.256,0.00281096,11.3842,54.5013,-150.75,0.50783,14.4223,199
DATA,1775751880,794945001,5533,0,,4/9/2026,11:24:40,16335.124,434.39655,2096.7869,39.3438,55.0003,27.8878,40.256,0.00280595,11.384,54.5013,1093.75,0.50783,14.4219,50
DATA,1775751881,794945001,5537,0,,4/9/2026,11:24:41,16304.723,434.25809,2097.5432,39.343,55.0003,27.909,40.256,0.00279256,11.3842,54.5013,1192.25,0.50783,14.4227,223
DATA,1775751882,794945001,5541,0,,4/9/2026,11:24:42,16312.764,432.82529,2097.5745,39.3442,55.0003,27.9318,40.256,0.00282985,11.3843,54.5013,819.75,0.50783,14.4227,43
DATA,1775751883,794945001,5545,0,,4/9/2026,11:24:43,16378.078,462.87671,2096.0137,39.3413,55.0003,27.9343,40.256,0.00281842,11.384,54.5013,-1635.75,0.50783,14.4223,76
DATA,1775751884,794945001,5549,0,,4/9/2026,11:24:44,16400.662,430.19644,2097.7246,39.3393,55.0003,27.9106,40.2549,0.00285265,11.3842,54.5013,569,0.505914,14.4204,240
DATA,1775751885,794606924,5553,0,,4/9/2026,11:24:45,16399.678,433.74628,2097.3086,39.3413,55.0003,27.9231,40.2516,0.00281985,11.3844,54.5013,303,0.502848,14.4204,255
DATA,1775751886,794606924,5557,0,,4/9/2026,11:24:46,16411.982,433.06171,2097.0835,39.3422,55.0003,27.9285,40.248,0.00282604,11.3831,54.5013,92.75,0.499782,14.4204,44
DATA,1775751887,794606924,5561,0,,4/9/2026,11:24:47,16403.936,432.97543,2097.0591,39.3422,55.0003,27.933,40.2449,0.00281368,11.3847,54.5011,29.25,0.496716,14.42,204
DATA,1775751888,794606924,5565,0,,4/9/2026,11:24:48,16471.293,433.10406,2097.489,39.3422,55.0003,27.9339,40.2428,0.00282735,11.384,54.5007,-52,0.495566,14.4184,157
DATA,1775751889,794606924,5569,0,,4/9/2026,11:24:49,16510.963,433.10208,2097.9241,39.3422,55.0003,27.931,40.2432,0.00282427,11.3833,54.5005,-22.75,0.495566,14.4184,81
DATA,1775751890,794606924,5573,0,,4/9/2026,11:24:50,16526.229,433.0184,2097.686,39.3417,55.0003,27.9318,40.2434,0.00283246,11.3837,54.5005,-36.75,0.495566,14.4176,44
DATA,1775751891,794606924,5577,0,,4/9/2026,11:24:51,16587.998,433.5455,2097.5278,39.3426,55.0003,27.9314,40.244,0.00283539,11.3837,54.5005,1.5,0.496716,14.418,121
DATA,1775751892,794261932,5581,0,,4/9/2026,11:24:52,16509.826,434.23187,2097.0471,39.3426,55.0003,27.9322,40.2472,0.00282705,11.3838,54.5005,-5.25,0.499782,14.4204,80
DATA,1775751893,794261932,5585,0,,4/9/2026,11:24:53,16388.768,435.34015,2096.5264,39.3413,55.0003,27.9347,40.2503,0.00282115,11.3846,54.5005,40,0.502848,14.4208,186
DATA,1775751894,794261932,5589,0,,4/9/2026,11:24:54,16295.097,434.52463,2096.0901,39.3422,55.0003,27.9355,40.2533,0.00279701,11.3843,54.5005,-7.25,0.505914,14.4208,79
DATA,1775751895,794261932,5593,0,,4/9/2026,11:24:55,16260.7,434.04089,2095.77,39.3422,55.0003,27.936,40.2555,0.00279428,11.3844,54.5005,16,0.507064,14.42,90
DATA,1775751896,794261932,5597,0,,4/9/2026,11:24:56,16244.787,433.51297,2095.9297,39.3417,55.0003,27.9355,40.2553,0.00279641,11.3843,54.5005,0,0.507064,14.4204,159
DATA,1775751897,794261932,5601,0,,4/9/2026,11:24:57,16298.754,432.92926,2096.0354,39.3417,55.0003,27.936,40.2553,0.00280487,11.3847,54.5005,-122.5,0.507064,14.42,236
DATA,1775751898,794261932,5605,0,,4/9/2026,11:24:58,16261.068,432.99207,2096.1687,39.3426,55.0003,27.9322,40.2553,0.0028045,11.384,54.5005,-87,0.507064,14.42,35
DATA,1775751899,794261932,5609,0,,4/9/2026,11:24:59,16250.422,433.11465,2096.0012,39.3417,55.0003,27.9306,40.2553,0.00279877,11.3848,54.5005,24.75,0.507064,14.4196,86
DATA,1775751900,793922901,5613,0,,4/9/2026,11:25:00,16250.461,434.37854,2096.1003,39.3413,55.0003,27.9289,40.2553,0.00280351,11.3842,54.5005,-94.25,0.507064,14.42,237
DATA,1775751901,793922901,5617,0,,4/9/2026,11:25:01,16276.129,436.55365,2096.061,39.3417,55.0003,27.9277,40.2553,0.00280437,11.3846,54.5005,-80.25,0.507064,14.4184,62
DATA,1775751902,793922901,5621,0,,4/9/2026,11:25:02,16308.8,437.54865,2096.0076,39.3422,55.0003,27.9285,40.2553,0.00280547,11.3844,54.5005,73.75,0.507064,14.4176,228
DATA,1775751903,793922901,5625,0,,4/9/2026,11:25:03,16324.896,435.07852,2096.2209,39.3409,55.0003,27.9289,40.2553,0.00280361,11.3845,54.5005,-62,0.507064,14.4168,229
DATA,1775751904,793922901,5629,0,,4/9/2026,11:25:04,16363.158,434.1813,2096.1458,39.3417,55.0003,27.9264,40.2553,0.00281207,11.3842,54.5005,-70.75,0.507064,14.4164,58
DATA,1775751905,793922901,5633,0,,4/9/2026,11:25:05,16413.289,434.01923,2096.0884,39.3413,55.0003,27.9243,40.2553,0.0028214,11.3842,54.5005,-1.25,0.507064,14.4164,247
DATA,1775751906,793922901,5637,0,,4/9/2026,11:25:06,16423.783,433.80835,2095.8999,39.3413,55.0003,27.9235,40.2553,0.0028236,11.3843,54.5005,96,0.507064,14.4168,153
DATA,1775751907,793585062,5641,0,,4/9/2026,11:25:07,16349.308,433.6572,2095.271,39.3426,55.0003,27.9252,40.2553,0.00281124,11.385,54.5005,109.5,0.507064,14.416,112
DATA,1775751908,793585062,5645,0,,4/9/2026,11:25:08,16275.577,433.26346,2094.6147,39.3417,55.0003,27.9264,40.2553,0.00280574,11.3841,54.5007,45.5,0.507064,14.4164,36
DATA,1775751909,793585062,5649,0,,4/9/2026,11:25:09,16514.764,431.01605,2095.0146,39.3409,55.0003,27.9272,40.2553,0.00283493,11.384,54.5011,-78.25,0.507064,14.4188,75
DATA,1775751910,793585062,5653,0,,4/9/2026,11:25:10,16440.096,432.1268,2094.4468,39.3422,55.0003,27.926,40.2553,0.00282161,11.3839,54.5013,152.25,0.507064,14.4192,2
DATA,1775751911,793585062,5657,0,,4/9/2026,11:25:11,16351.501,432.57645,2094.5942,39.3417,55.0003,27.9277,40.2553,0.00281362,11.3839,54.5013,-3,0.507064,14.4196,173
DATA,1775751912,793585062,5661,0,,4/9/2026,11:25:12,16376.682,432.38315,2094.3921,39.3405,55.0003,27.9268,40.2553,0.00282009,11.3843,54.5013,-29,0.507064,14.4204,212
DATA,1775751913,793585062,5665,0,,4/9/2026,11:25:13,16369.857,432.82571,2094.0071,39.343,55.0003,27.9272,40.2553,0.00281453,11.385,54.5013,9.25,0.507064,14.4204,171
DATA,1775751914,793585062,5669,0,,4/9/2026,11:25:14,16350.514,433.26495,2094.2178,39.3417,55.0003,27.9264,40.2553,0.00281778,11.3842,54.5013,224.25,0.507064,14.4204,123
DATA,1775751915,793237924,5673,0,,4/9/2026,11:25:15,16408.449,435.91928,2092.678,39.3467,55.0003,27.9293,40.2553,0.00281549,11.3843,54.5013,-247.25,0.507064,14.4208,148
DATA,1775751916,793237924,5677,0,,4/9/2026,11:25:16,16677.896,430.59601,2094.3308,39.3417,55.0003,27.9285,40.2553,0.00285413,11.383,54.5013,116.25,0.507064,14.4196,92
DATA,1775751917,793237924,5681,0,,4/9/2026,11:25:17,16973.1,428.31009,2093.9019,39.3434,55.0003,27.926,40.2553,0.00301679,11.3822,54.5013,-773.25,0.506872,14.4208,23
DATA,1775751918,793237924,5685,0,,4/9/2026,11:25:18,16964.107,426.33182,2094.9346,39.3413,55.0003,27.9223,40.2545,0.00297958,11.3824,54.5015,-655.25,0.506297,14.4176,205
DATA,1775751919,793237924,5689,0,,4/9/2026,11:25:19,16870.197,429.8595,2094.2998,39.3446,55.0001,27.9181,40.2545,0.00290566,11.3827,54.5013,725.75,0.506297,14.418,88
DATA,1775751920,793237924,5693,0,,4/9/2026,11:25:20,16756.92,333.91864,2093.5581,39.3409,55.0001,27.904,40.2543,0.00888015,11.3829,54.5013,-3816,0.505722,14.4176,240
DATA,1775751921,793237924,5697,0,,4/9/2026,11:25:21,16651.822,436.71857,2094.6121,39.343,55.0003,27.8493,40.2518,0.00280782,11.3834,54.5013,-1230.25,0.503423,14.4172,160
DATA,1775751922,792898893,5701,0,,4/9/2026,11:25:22,16532.951,428.79352,2096.2678,39.3426,55.0003,27.8522,40.2509,0.00288631,11.3836,54.5013,1009.75,0.503231,14.4168,195
DATA,1775751923,792898893,5705,0,,4/9/2026,11:25:23,16496.229,437.54803,2093.2222,39.348,55.0003,27.8688,40.2512,0.00281854,11.3839,54.5007,448.25,0.503231,14.416,46
DATA,1775751924,792898893,5709,0,,4/9/2026,11:25:24,16557.186,429.76544,2094.6272,39.3397,55.0003,27.8808,40.2514,0.00290741,11.3832,54.5005,1151.25,0.503423,14.4149,204
DATA,1775751925,792898893,5713,0,,4/9/2026,11:25:25,16711.611,446.71793,2091.7598,39.3417,55.0003,27.8878,40.2532,0.00282365,11.3829,54.5013,-439.5,0.505339,14.4157,165
DATA,1775751926,792898893,5717,0,,4/9/2026,11:25:26,16798.447,429.45874,2094.0703,39.3426,55.0003,27.8982,40.2537,0.00286984,11.383,54.5013,763.75,0.505531,14.4184,139
DATA,1775751927,792898893,5721,0,,4/9/2026,11:25:27,16806.713,422.50461,2094.0154,39.3451,55.0003,27.9106,40.2537,0.00298541,11.3826,54.5013,316.25,0.505531,14.4196,127
DATA,1775751928,792898893,5725,0,,4/9/2026,11:25:28,16699.85,431.15155,2093.0271,39.3397,55.0003,27.9148,40.2537,0.00290885,11.3825,54.5013,235.25,0.505531,14.4196,114
DATA,1775751929,792898893,5729,32,,4/9/2026,11:25:29,16700.744,279.52036,2054.5618,39.3455,55.0003,27.9152,40.2537,0.0179695,11.3829,54.5013,-282.75,0.505531,14.4192,221
DATA,1775751930,792552947,5733,0,,4/9/2026,11:25:30,16915.703,438.85254,2091.1921,39.3422,55.0003,27.9131,40.2537,0.00296266,11.3828,54.5011,-436.5,0.505531,14.4188,117
DATA,1775751931,792552947,5737,0,,4/9/2026,11:25:31,17057.9,431.17993,2092.6985,39.3426,55.0003,27.9111,40.2537,0.00290221,11.3818,54.5005,-1358,0.505531,14.4188,236
DATA,1775751932,792552947,5741,0,,4/9/2026,11:25:32,16802.506,435.83276,2093.7563,39.3467,55.0003,27.9032,40.2537,0.00282798,11.3823,54.5005,1017.5,0.505531,14.4176,133
DATA,1775751933,792552947,5745,0,,4/9/2026,11:25:33,16537.223,434.88446,2093.8206,39.3422,55.0003,27.914,40.2537,0.00284557,11.3829,54.5005,-1329,0.505531,14.4176,34
DATA,1775751934,792552947,5749,0,,4/9/2026,11:25:34,16363.967,436.28223,2093.7659,39.3426,55.0003,27.8978,40.2532,0.00279566,11.3831,54.5005,-1355.5,0.504381,14.416,159
DATA,1775751935,792552947,5753,0,,4/9/2026,11:25:35,16263.414,434.78143,2093.408,39.3397,55.0003,27.8804,40.2501,0.0027816,11.3846,54.5005,-462.5,0.50189,14.416,181
DATA,1775751936,792552947,5757,0,,4/9/2026,11:25:36,16285.628,434.94016,2093.4326,39.3463,55.0003,27.8853,40.2491,0.00279881,11.384,54.5005,1178.5,0.501698,14.4157,117
DATA,1775751937,792207956,5761,0,,4/9/2026,11:25:37,16276.499,432.76187,2093.9026,39.3405,55.0003,27.8957,40.2495,0.00282612,11.3843,54.5005,1114,0.501698,14.4153,55
DATA,1775751938,792207956,5765,0,,4/9/2026,11:25:38,16235.823,427.68607,2092.8413,39.3364,55.0003,27.9127,40.2499,0.00300371,11.3836,54.5005,944,0.501698,14.4141,255
DATA,1775751939,792207956,5769,0,,4/9/2026,11:25:39,16209.569,455.1813,2093.719,39.3405,55.0003,27.9165,40.2507,0.00287888,11.384,54.5005,-978.75,0.503423,14.4141,62
DATA,1775751940,792207956,5773,0,,4/9/2026,11:25:40,16217.158,478.35135,2093.2866,39.3422,55.0003,27.9194,40.2522,0.00285433,11.3839,54.5005,1727.25,0.503998,14.4137,195
DATA,1775751941,792207956,5777,0,,4/9/2026,11:25:41,16219.549,456.87277,2093.3203,39.3434,55.0003,27.9496,40.2533,0.0028156,11.3834,54.5004,505.75,0.505914,14.4141,91
DATA,1775751942,792207956,5781,0,,4/9/2026,11:25:42,16240.329,436.12195,2093.303,39.3426,55.0003,27.9584,40.2562,0.0028224,11.3841,54.4998,162.25,0.50783,14.4141,230
DATA,1775751943,792207956,5785,0,,4/9/2026,11:25:43,16269.824,434.6329,2093.3889,39.3438,55.0003,27.9575,40.2562,0.00283408,11.3836,54.4998,-592.25,0.50783,14.4168,136
DATA,1775751944,792207956,5789,0,,4/9/2026,11:25:44,16405.225,434.5853,2093.5103,39.3438,55.0003,27.9517,40.256,0.00285002,11.3833,54.4998,-524.5,0.50783,14.4164,243
DATA,1775751945,791868925,5793,0,,4/9/2026,11:25:45,16484.902,433.76175,2092.9778,39.3438,55.0003,27.9496,40.256,0.00285766,11.3834,54.4998,576.75,0.50783,14.416,63
DATA,1775751946,791868925,5797,0,,4/9/2026,11:25:46,16686.883,431.62201,2093.6528,39.3434,55.0003,27.9596,40.256,0.00291075,11.3829,54.4998,1420.25,0.50783,14.4157,132
DATA,1775751947,791868925,5801,0,,4/9/2026,11:25:47,16760.412,429.39444,2093.4731,39.3455,55.0003,27.9783,40.256,0.00292335,11.3821,54.4998,883.25,0.50783,14.416,18
DATA,1775751948,791868925,5805,0,,4/9/2026,11:25:48,16710.271,429.01608,2093.4795,39.3455,55.0003,27.9882,40.256,0.0028986,11.3828,54.4998,673.75,0.50783,14.4164,45
DATA,1775751949,791868925,5809,0,,4/9/2026,11:25:49,16581.936,475.93884,2092.8486,39.3463,55.0003,27.9944,40.256,0.0028698,11.3831,54.5,674.25,0.50783,14.4164,158
DATA,1775751950,791868925,5813,0,,4/9/2026,11:25:50,16495.064,543.30908,2091.9985,39.3459,55.0003,28.0015,40.256,0.00284264,11.3833,54.5005,496,0.50783,14.416,100
DATA,1775751951,791868925,5817,0,,4/9/2026,11:25:51,16526.316,540.3598,2091.4219,39.3467,55.0003,28.0081,40.256,0.00284249,11.3827,54.5005,167,0.50783,14.4145,94
DATA,1775751952,791521072,5821,0,,4/9/2026,11:25:52,16604.77,491.23846,2092.3806,39.3476,55.0003,28.0077,40.256,0.00285836,11.3826,54.5005,-996,0.50783,14.4141,134
DATA,1775751953,791521072,5825,0,,4/9/2026,11:25:53,16427.68,454.05334,2091.9746,39.3471,55.0003,27.9986,40.256,0.00282432,11.3838,54.5005,-942.75,0.50783,14.4145,39
DATA,1775751954,791521072,5829,0,,4/9/2026,11:25:54,16269.549,439.74747,2092.3352,39.3451,55.0003,27.9787,40.256,0.00279021,11.3839,54.5005,-2746.25,0.507639,14.4129,208
DATA,1775751955,791521072,5833,0,,4/9/2026,11:25:55,16185.18,438.8985,2091.916,39.3463,55.0003,27.9571,40.2553,0.00276648,11.3849,54.5005,709.75,0.507064,14.4125,5
DATA,1775751956,791521072,5837,0,,4/9/2026,11:25:56,16146.207,440.47861,2091.895,39.3459,55.0003,27.9588,40.2553,0.0027786,11.3845,54.5005,-1031,0.507064,14.4125,241
DATA,1775751957,791521072,5841,0,,4/9/2026,11:25:57,16215.016,441.30295,2092.1648,39.3463,55.0003,27.9467,40.2553,0.0027845,11.3847,54.5005,-514,0.507064,14.4125,219
DATA,1775751958,791521072,5845,0,,4/9/2026,11:25:58,16355.356,439.42841,2092.3562,39.3446,55.0003,27.9376,40.2553,0.00281171,11.3841,54.5005,-837.75,0.507064,14.4121,179
DATA,1775751959,791521072,5849,0,,4/9/2026,11:25:59,16352.317,436.42041,2091.7034,39.3446,55.0003,27.9368,40.2553,0.00280101,11.3837,54.5005,128.5,0.507064,14.4125,60
DATA,1775751960,791186094,5853,0,,4/9/2026,11:26:00,16064.549,435.53128,2090.8926,39.3455,55.0003,27.9335,40.2553,0.00277677,11.3849,54.5005,-725.5,0.507064,14.4153,139
DATA,1775751961,791186094,5857,0,,4/9/2026,11:26:01,15933.193,434.55835,2091.2,39.3426,55.0003,27.9272,40.2553,0.00280996,11.3848,54.5005,-431,0.507064,14.4149,135
DATA,1775751962,791186094,5861,0,,4/9/2026,11:26:02,15958.473,433.60968,2092.1389,39.3438,55.0003,27.9218,40.2553,0.00278043,11.3855,54.5005,-312.5,0.507064,14.4141,130
DATA,1775751963,791186094,5865,0,,4/9/2026,11:26:03,15969.085,434.51932,2092.988,39.348,55.0003,27.9214,40.2553,0.00276569,11.3852,54.5005,1377,0.507064,14.4145,214
DATA,1775751964,791186094,5869,0,,4/9/2026,11:26:04,16039.825,434.39352,2092.4863,39.3463,55.0003,27.9397,40.2553,0.00278153,11.3851,54.5005,714.75,0.507064,14.4145,152
DATA,1775751965,791186094,5873,0,,4/9/2026,11:26:05,16153.722,430.73611,2091.6895,39.3442,55.0003,27.9501,40.2553,0.00281753,11.3845,54.5005,1731,0.507064,14.4149,25
DATA,1775751966,791186094,5877,0,,4/9/2026,11:26:06,16099.219,431.48248,2092.51,39.3463,55.0003,27.9778,40.2553,0.00282434,11.3851,54.5005,2089,0.507064,14.4137,206
DATA,1775751967,790842056,5881,0,,4/9/2026,11:26:07,15999.66,440.73737,2092.4692,39.3442,55.0003,28.0056,40.2553,0.00280974,11.3844,54.5005,850,0.507064,14.4141,199
DATA,1775751968,790842056,5885,0,,4/9/2026,11:26:08,15967.752,441.03979,2092.1616,39.3434,55.0003,28.0293,40.2553,0.00282159,11.3852,54.5005,1156,0.507064,14.4125,39
DATA,1775751969,790842056,5889,0,,4/9/2026,11:26:09,16011.862,434.58231,2092.6189,39.3405,55.0003,28.033,40.2553,0.00281362,11.3847,54.5005,-842,0.507064,14.4125,226
DATA,1775751970,790842056,5893,0,,4/9/2026,11:26:10,16015.601,437.2576,2092.8215,39.3459,55.0003,28.0127,40.2553,0.00276539,11.3851,54.5005,-1730.25,0.507064,14.4117,153
DATA,1775751971,790842056,5897,0,,4/9/2026,11:26:11,16140.311,436.91931,2091.5652,39.3434,55.0003,27.9907,40.2553,0.00276114,11.3848,54.5005,118.5,0.507064,14.4102,59
DATA,1775751972,790842056,5901,0,,4/9/2026,11:26:12,16226.4,430.35504,2092.2839,39.3455,55.0003,28.0235,40.2553,0.0028359,11.3846,54.5011,725.25,0.507064,14.4117,206
DATA,1775751973,790842056,5905,0,,4/9/2026,11:26:13,16313.933,423.80826,2092.8569,39.3442,55.0003,28.0202,40.2541,0.00282603,11.3837,54.5013,253.25,0.505339,14.4113,101
DATA,1775751974,790842056,5909,0,,4/9/2026,11:26:14,16402.73,432.09021,2091.7644,39.3442,55.0003,28.0052,40.2526,0.00286259,11.3841,54.5011,-189,0.504764,14.4117,208
DATA,1775751975,790504932,5913,0,,4/9/2026,11:26:15,16388.305,430.608,2092.2295,39.3442,55.0003,28.0048,40.253,0.00283506,11.3845,54.5005,-199.75,0.504764,14.4109,15
DATA,1775751976,790504932,5917,0,,4/9/2026,11:26:16,16451.102,430.4248,2092.6982,39.3451,55.0003,28.0011,40.253,0.00283924,11.3835,54.5007,-71.75,0.504764,14.4106,255
DATA,1775751977,790504932,5921,0,,4/9/2026,11:26:17,16439.914,608.86591,2089.0093,39.3467,55.0003,27.999,40.253,0.00291793,11.3833,54.5005,336.75,0.504764,14.4121,58
DATA,1775751978,790504932,5925,0,,4/9/2026,11:26:18,16111.547,1888.3384,2063.1196,39.3442,55.0003,28.0131,40.253,0.00314029,11.3806,54.5005,1676,0.504956,14.4129,227
DATA,1775751979,790504932,5929,0,,4/9/2026,11:26:19,16055.243,1275.9139,2077.4753,39.3413,55.0003,28.0322,40.2545,0.00299296,11.3815,54.5005,-402,0.506872,14.4129,32
DATA,1775751980,790504932,5933,0,,4/9/2026,11:26:20,16181.791,536.79578,2090.958,39.3397,55.0003,28.0218,40.2553,0.00282051,11.3842,54.5005,-1145.25,0.507064,14.4129,173
DATA,1775751981,790504932,5937,0,,4/9/2026,11:26:21,16278.782,440.08472,2092.4578,39.3413,55.0003,28.0065,40.2553,0.00284653,11.3844,54.5005,-1140.25,0.507064,14.4129,213
DATA,1775751982,790150880,5941,0,,4/9/2026,11:26:22,16337.283,430.12125,2093.6089,39.3434,55.0003,27.9961,40.2553,0.00287945,11.384,54.5005,-893.5,0.507064,14.4129,77
DATA,1775751983,790150880,5945,0,,4/9/2026,11:26:23,16365.91,432.50198,2092.6824,39.3405,55.0003,27.9849,40.2553,0.00284455,11.3838,54.5005,-748,0.507064,14.4125,246
DATA,1775751984,790150880,5949,0,,4/9/2026,11:26:24,16415.502,839.97284,2082.7458,39.3426,55.0003,27.9799,40.2553,0.00297989,11.3826,54.5005,516.5,0.507064,14.4129,129
DATA,1775751985,790150880,5953,0,,4/9/2026,11:26:25,16742.67,1537.4026,2070.4463,39.3409,55.0003,27.9895,40.2553,0.00297562,11.3794,54.5005,555.75,0.507064,14.4109,100
DATA,1775751986,790150880,5957,0,,4/9/2026,11:26:26,16639.314,689.93219,2088.24,39.3401,55.0003,27.9903,40.2553,0.00289246,11.3812,54.5005,-659.5,0.507064,14.4102,36
DATA,1775751987,790150880,5961,0,,4/9/2026,11:26:27,16377.721,456.61932,2092.2556,39.3401,55.0003,27.9832,40.2553,0.00286369,11.3835,54.5005,-651.75,0.507064,14.4098,196
DATA,1775751988,790150880,5965,0,,4/9/2026,11:26:28,16280.615,435.51205,2092.5188,39.3405,55.0003,27.9766,40.2553,0.00283902,11.3843,54.5005,-467,0.507064,14.4098,40
DATA,1775751989,790150880,5969,0,,4/9/2026,11:26:29,16206.03,432.72351,2092.4683,39.3413,55.0003,27.9704,40.2553,0.00282628,11.3846,54.5005,-161.25,0.507064,14.4098,126
DATA,1775751990,789815902,5973,0,,4/9/2026,11:26:30,16131.833,431.63074,2092.937,39.3422,55.0003,27.9708,40.2553,0.002828,11.3845,54.5005,993.25,0.507064,14.409,190
DATA,1775751991,789815902,5977,0,,4/9/2026,11:26:31,16149.519,431.60599,2093.0769,39.3426,55.0003,27.9816,40.2553,0.00282249,11.3848,54.5005,469.5,0.507064,14.409,69
DATA,1775751992,789815902,5981,0,,4/9/2026,11:26:32,16233.932,432.78784,2092.8601,39.3426,55.0003,27.982,40.2553,0.00282537,11.3852,54.5005,-663,0.507064,14.409,197
DATA,1775751993,789815902,5985,0,,4/9/2026,11:26:33,16242.607,434.42538,2092.5244,39.3426,55.0003,27.9778,40.2553,0.00289824,11.3845,54.5005,378.75,0.507064,14.4086,169
DATA,1775751994,789815902,5989,0,,4/9/2026,11:26:34,16236.034,442.9805,2092.8982,39.3442,55.0003,27.9816,40.2553,0.0028284,11.3844,54.5005,1456.5,0.507064,14.4117,54
DATA,1775751995,789815902,5993,0,,4/9/2026,11:26:35,16256.917,445.11752,2092.0686,39.3442,55.0003,27.9949,40.2553,0.00281025,11.3839,54.5005,-676,0.507064,14.4113,51
DATA,1775751996,789815902,5997,0,,4/9/2026,11:26:36,16443.934,1445.9655,2067.6143,39.3438,55.0003,27.9911,40.2553,0.00324193,11.3814,54.5005,1259.75,0.507064,14.4113,206
DATA,1775751997,789469957,6001,0,,4/9/2026,11:26:37,17036.428,1945.6501,2061.104,39.3413,55.0003,28.009,40.2553,0.00323125,11.376,54.5011,190.5,0.507064,14.4102,148
DATA,1775751998,789469957,6005,0,,4/9/2026,11:26:38,16777.225,709.19385,2087.405,39.338,55.0003,28.0011,40.2553,0.00292484,11.3811,54.5013,-1383.25,0.507064,14.4117,137
DATA,1775751999,789469957,6009,0,,4/9/2026,11:26:39,16534.02,468.17755,2091.7158,39.3401,55.0003,27.9824,40.2553,0.00289173,11.383,54.5013,-1004,0.507064,14.4133,246
DATA,1775752000,789469957,6013,0,,4/9/2026,11:26:40,16472.074,448.66422,2092.3872,39.3405,55.0003,27.972,40.2553,0.00287236,11.3834,54.5013,-690.25,0.507064,14.4133,114
DATA,1775752001,789469957,6017,0,,4/9/2026,11:26:41,16549.713,436.31747,2092.6179,39.3405,55.0003,27.965,40.2553,0.00289503,11.383,54.5013,-456.25,0.507064,14.4133,76
DATA,1775752002,789469957,6021,0,,4/9/2026,11:26:42,16677.324,429.78998,2093.041,39.3409,55.0003,27.9604,40.2553,0.00290353,11.3826,54.5013,-252.75,0.507064,14.4109,130
DATA,1775752003,789469957,6025,0,,4/9/2026,11:26:43,16643.924,427.97653,2092.6641,39.3426,55.0003,27.9588,40.2553,0.00292428,11.3825,54.5009,532,0.507064,14.4109,2
DATA,1775752004,789469957,6029,0,,4/9/2026,11:26:44,16718.961,428.30679,2092.5781,39.3434,55.0003,27.9621,40.2553,0.00289631,11.3822,54.5005,-532.25,0.507064,14.409,139
DATA,1775752005,789130926,6033,0,,4/9/2026,11:26:45,16897.564,426.30991,2091.7048,39.3434,55.0003,27.9613,40.2553,0.00296662,11.3816,54.5005,350,0.507064,14.409,182
DATA,1775752006,789130926,6037,0,,4/9/2026,11:26:46,17134.945,428.37106,2092.1152,39.3455,55.0003,27.9608,40.2553,0.00293803,11.3812,54.5005,17,0.507064,14.4082,162
DATA,1775752007,789130926,6041,0,,4/9/2026,11:26:47,17083.861,428.13647,2092.5496,39.3467,55.0003,27.9625,40.2553,0.00294354,11.3812,54.5005,410.5,0.507064,14.4078,75
DATA,1775752008,789130926,6045,0,,4/9/2026,11:26:48,16654.211,430.80566,2093.1206,39.3455,55.0003,27.97,40.2553,0.00287392,11.3828,54.5005,-47.75,0.507064,14.4074,16
DATA,1775752009,789130926,6049,0,,4/9/2026,11:26:49,16565.301,430.59409,2092.5171,39.3463,55.0003,27.97,40.2553,0.00285629,11.3828,54.5013,327,0.507064,14.4078,138
DATA,1775752010,789130926,6053,0,,4/9/2026,11:26:50,16547.807,430.0033,2092.6604,39.348,55.0003,27.9712,40.2553,0.00285967,11.3833,54.5013,-365.5,0.507064,14.4086,1
DATA,1775752011,789130926,6057,0,,4/9/2026,11:26:51,16543.336,433.86209,2091.9504,39.3471,54.9997,27.9791,40.2551,0.00282364,11.3832,54.5011,724.75,0.507064,14.4121,138
DATA,1775752012,788788080,6061,0,,4/9/2026,11:26:52,16392.914,432.14853,2092.2378,39.3471,55.0001,27.9832,40.2553,0.00282631,11.3831,54.5013,-350,0.507064,14.4125,0
DATA,1775752013,788788080,6065,0,,4/9/2026,11:26:53,16328.706,432.38342,2092.4521,39.3471,55.0003,27.9832,40.2553,0.00280997,11.3838,54.5013,114.25,0.507064,14.4117,120
